Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2;;;;
22.25;-7.83E-07;-8.34E-06;293.15;-1.68E-06;-2.12E-06;-1.11E-07;-2.13E-06;293.15;;;;
22.3;-7.64E-07;-8.18E-06;293.15;-1.66E-06;-2.08E-06;-1.16E-07;-2.10E-06;293.15;;;;
22.35;-7.45E-07;-8.01E-06;293.15;-1.64E-06;-2.05E-06;-1.21E-07;-2.06E-06;293.15;;;;
22.4;-7.25E-07;-7.85E-06;293.15;-1.63E-06;-2.01E-06;-1.26E-07;-2.02E-06;293.15;;;;
22.45;-7.06E-07;-7.69E-06;293.15;-1.61E-06;-1.98E-06;-1.32E-07;-1.99E-06;293.15;;;;
22.5;-6.87E-07;-7.54E-06;293.15;-1.59E-06;-1.94E-06;-1.37E-07;-1.95E-06;293.15;;;;
22.55;-6.67E-07;-7.38E-06;293.15;-1.57E-06;-1.91E-06;-1.42E-07;-1.92E-06;293.15;;;;
22.6;-6.48E-07;-7.22E-06;293.15;-1.56E-06;-1.88E-06;-1.47E-07;-1.88E-06;293.15;;;;
22.65;-6.29E-07;-7.07E-06;293.15;-1.54E-06;-1.84E-06;-1.52E-07;-1.85E-06;293.15;;;;
22.7;-6.10E-07;-6.92E-06;293.15;-1.53E-06;-1.81E-06;-1.57E-07;-1.81E-06;293.15;;;;
22.75;-5.90E-07;-6.77E-06;293.15;-1.51E-06;-1.78E-06;-1.62E-07;-1.78E-06;293.15;;;;
22.8;-5.71E-07;-6.62E-06;293.15;-1.49E-06;-1.75E-06;-1.67E-07;-1.74E-06;293.15;;;;
22.85;-5.52E-07;-6.47E-06;293.15;-1.48E-06;-1.71E-06;-1.72E-07;-1.71E-06;293.15;;;;
22.9;-5.33E-07;-6.32E-06;293.15;-1.46E-06;-1.68E-06;-1.77E-07;-1.67E-06;293.15;;;;
22.95;-5.14E-07;-6.18E-06;293.15;-1.45E-06;-1.65E-06;-1.82E-07;-1.64E-06;293.15;;;;
23;-4.95E-07;-6.03E-06;293.15;-1.43E-06;-1.62E-06;-1.87E-07;-1.61E-06;293.15;;;;
